id_sensor,Use_time,datetime
sensor_4516,152,2024-04-26 12:32:14
sensor_4371,97,2024-03-01 21:54:25
sensor_2928,58,2024-03-27 05:13:58
sensor_12678,136,2024-04-16 20:02:25
sensor_11854,95,2024-03-02 13:24:56
sensor_8087,142,2024-05-22 19:03:13
sensor_11763,137,2024-04-16 11:35:17
sensor_2397,103,2024-01-19 06:44:37
sensor_9975,135,2024-10-28 19:38:37
sensor_6911,144,2024-01-10 02:43:03
sensor_201,57,2024-07-04 14:32:13
sensor_9769,48,2024-06-03 04:09:23
sensor_7897,108,2024-06-16 20:24:39
sensor_4253,58,2024-10-11 03:39:42
sensor_6046,99,2024-03-11 09:43:02
sensor_3212,40,2024-05-22 06:45:00
sensor_664,58,2024-08-12 10:25:51
sensor_6337,74,2024-07-06 18:59:38
sensor_2766,65,2024-07-14 06:48:32
sensor_2897,23,2024-02-05 19:01:27
sensor_3565,158,2024-09-25 22:06:24
sensor_11407,33,2024-09-19 10:26:58
sensor_14058,58,2024-01-14 18:32:20
sensor_2791,71,2024-11-08 12:48:57
sensor_4336,79,2024-03-17 21:25:24
sensor_6982,68,2024-02-03 01:31:01
sensor_4140,38,2024-06-01 04:37:12
sensor_7300,82,2024-02-17 23:09:19
sensor_14142,85,2024-04-06 00:27:43
sensor_2150,98,2024-10-09 07:10:00
sensor_2753,106,2024-02-29 03:35:09
sensor_12292,36,2024-03-17 01:57:47
sensor_10355,67,2024-02-08 02:48:13
sensor_10413,46,2024-09-19 10:18:54
sensor_1424,132,2024-01-07 10:14:28
sensor_11751,148,2024-04-26 07:42:40
sensor_3722,101,2024-04-02 06:00:56
sensor_6617,142,2024-05-23 01:23:40
sensor_5690,160,2024-06-17 19:00:26
sensor_3794,109,2024-04-24 05:15:53
sensor_1484,143,2024-06-29 06:48:00
sensor_8565,159,2024-11-11 15:01:45
sensor_9497,21,2024-06-16 06:38:45
sensor_1488,60,2024-03-10 03:00:50
sensor_6121,77,2024-03-28 21:38:56
sensor_5039,138,2024-02-10 00:34:52
sensor_1147,89,2024-07-11 05:45:28
sensor_3467,118,2024-08-20 00:50:10
sensor_10674,61,2024-03-09 03:15:49
sensor_8470,124,2024-09-29 19:17:32
sensor_3733,50,2024-10-01 03:30:28
sensor_897,45,2024-05-13 20:43:57
sensor_785,131,2024-04-12 12:22:28
sensor_4717,102,2024-05-01 10:20:56
sensor_1088,134,2024-01-23 19:48:32
sensor_7873,106,2024-11-14 22:58:26
sensor_7332,35,2024-04-30 10:41:25
sensor_679,84,2024-06-01 22:05:38
sensor_14684,74,2024-05-05 08:08:48
sensor_1831,127,2024-11-03 18:26:06
sensor_10216,131,2024-10-07 04:16:09
sensor_5025,154,2024-04-12 11:35:27
sensor_1087,160,2024-04-19 21:12:01
sensor_7563,135,2024-10-16 00:29:50
sensor_1452,49,2024-07-01 22:58:21
sensor_8339,81,2024-02-13 18:31:26
sensor_616,84,2024-11-02 11:56:41
sensor_10268,66,2024-05-16 21:24:27
sensor_14104,45,2024-05-26 10:13:37
sensor_5164,110,2024-01-15 14:50:51
sensor_14586,33,2024-03-20 12:48:16
sensor_12912,73,2024-06-26 22:39:22
sensor_8545,92,2024-08-12 05:32:40
sensor_10027,156,2024-03-01 01:35:35
sensor_10803,136,2024-03-21 20:59:25
sensor_6912,47,2024-05-30 15:06:10
sensor_14334,144,2024-09-04 04:16:31
sensor_3197,104,2024-10-02 18:43:55
sensor_382,88,2024-10-07 23:49:02
sensor_9847,22,2024-09-29 21:43:33
sensor_3655,56,2024-09-21 01:23:44
sensor_2492,106,2024-08-08 09:02:33
sensor_12573,42,2024-02-19 23:52:38
sensor_12297,88,2024-06-21 15:15:38
sensor_7125,141,2024-04-08 06:21:35
sensor_6050,40,2024-03-25 19:23:16
sensor_10169,100,2024-02-02 18:42:04
sensor_4880,58,2024-07-28 23:12:18
sensor_5270,70,2024-03-18 21:40:15
sensor_11136,72,2024-03-10 11:07:08
sensor_2993,97,2024-08-26 08:11:54
sensor_10700,148,2024-08-09 00:08:27
sensor_950,23,2024-01-13 17:41:27
sensor_2055,82,2024-07-22 23:17:12
sensor_13318,129,2024-02-10 05:07:49
sensor_6831,80,2024-09-30 19:56:08
sensor_822,110,2024-07-01 00:55:07
sensor_10530,82,2024-10-12 19:02:28
sensor_10777,116,2024-05-02 10:29:59
sensor_8110,127,2024-06-12 03:07:53
sensor_13825,87,2024-03-06 19:36:37
sensor_1412,74,2024-02-22 23:14:27
sensor_2095,133,2024-06-26 00:31:22
sensor_4278,109,2024-07-28 11:13:00
sensor_10103,37,2024-10-14 14:26:45
sensor_5168,99,2024-08-21 07:55:31
sensor_11397,121,2024-08-06 19:26:26
sensor_2638,152,2024-04-22 21:43:18
sensor_10762,93,2024-08-08 02:57:21
sensor_7456,108,2024-08-14 20:28:27
sensor_8156,120,2024-10-12 18:03:51
sensor_9052,59,2024-04-28 20:39:59
sensor_12102,72,2024-03-28 22:33:41
sensor_9660,78,2024-11-12 20:38:26
sensor_7247,89,2024-06-22 03:19:36
sensor_5008,23,2024-07-06 21:01:00
sensor_10420,150,2024-09-02 02:19:17
sensor_10740,59,2024-11-15 18:07:11
sensor_234,96,2024-07-21 22:40:36
sensor_14528,52,2024-05-03 00:05:06
sensor_3125,69,2024-05-01 01:37:59
sensor_1410,123,2024-05-22 22:22:14
sensor_7587,58,2024-08-16 04:31:26
sensor_14624,135,2024-05-13 14:26:13
sensor_3895,86,2024-06-05 07:35:05
sensor_7670,74,2024-10-20 18:23:22
sensor_7554,122,2024-02-09 08:33:39
sensor_10750,152,2024-11-10 14:49:08
sensor_762,93,2024-05-29 02:21:59
sensor_7658,75,2024-11-15 03:15:34
sensor_4648,23,2024-03-12 04:36:44
sensor_2199,58,2024-08-07 22:16:52
sensor_9893,57,2024-04-29 08:36:45
sensor_5013,153,2024-03-10 10:57:36
sensor_9764,159,2024-11-19 19:17:19
sensor_9520,61,2024-09-01 09:19:41
sensor_10915,93,2024-06-16 17:49:40
sensor_8537,89,2024-08-14 05:35:09
sensor_8980,102,2024-05-05 08:34:23
sensor_438,158,2024-04-23 07:46:41
sensor_7288,80,2024-04-04 10:52:58
sensor_3876,157,2024-04-29 03:01:29
sensor_9887,115,2024-09-14 12:30:28
sensor_10786,53,2024-02-28 06:57:21
sensor_12463,64,2024-09-14 06:12:35
sensor_9715,131,2024-06-06 23:47:37
sensor_12606,118,2024-07-22 08:16:49
sensor_4174,54,2024-04-16 11:48:34
sensor_8004,141,2024-03-28 03:21:04
sensor_13262,57,2024-04-29 17:16:01
sensor_12101,74,2024-01-25 15:26:30
sensor_10376,104,2024-06-26 02:50:37
sensor_9877,79,2024-11-14 23:18:18
sensor_9274,75,2024-10-31 22:20:13
sensor_13913,96,2024-06-20 01:46:49
sensor_9877,78,2024-07-16 04:42:23
sensor_3303,42,2024-03-20 07:19:13
sensor_12210,109,2024-01-21 01:34:02
sensor_930,157,2024-06-10 14:02:53
sensor_1284,33,2024-10-20 06:56:21
sensor_9383,133,2024-02-19 21:29:51
sensor_8864,30,2024-10-28 18:54:48
sensor_3955,126,2024-01-20 21:31:00
sensor_10748,127,2024-04-15 03:24:38
sensor_10291,30,2024-05-15 07:50:01
sensor_10704,63,2024-06-16 23:12:29
sensor_11043,154,2024-03-01 04:59:22
sensor_9623,151,2024-02-13 11:57:39
sensor_14565,79,2024-05-28 21:42:03
sensor_69,64,2024-07-12 21:47:28
sensor_833,101,2024-05-19 15:34:41
sensor_815,89,2024-05-03 03:39:33
sensor_883,43,2024-04-14 08:28:35
sensor_4605,35,2024-01-03 23:20:56
sensor_13606,97,2024-10-04 14:46:57
sensor_9528,21,2024-01-24 20:41:39
sensor_3183,83,2024-04-10 00:41:33
sensor_5998,29,2024-08-04 10:31:31
sensor_6738,128,2024-01-20 16:30:33
sensor_6931,159,2024-05-31 00:44:59
sensor_14196,159,2024-01-04 08:43:06
sensor_13967,129,2024-05-31 20:15:21
sensor_199,111,2024-09-27 20:18:22
sensor_13352,133,2024-05-05 12:22:28
sensor_6733,80,2024-10-10 03:10:04
sensor_1948,47,2024-02-22 04:51:03
sensor_9123,91,2024-05-29 02:38:29
sensor_10289,68,2024-07-29 16:08:30
sensor_6275,119,2024-07-23 02:00:40
sensor_12268,123,2024-03-26 12:12:15
sensor_10907,60,2024-07-24 07:15:28
sensor_4451,145,2024-06-30 01:50:22
sensor_3343,111,2024-09-27 19:24:23
sensor_12163,160,2024-06-01 14:52:37
sensor_8713,119,2024-02-01 16:34:31
sensor_2490,43,2024-02-06 08:42:28
sensor_8458,102,2024-06-12 15:42:40
sensor_14058,148,2024-08-02 23:40:51
sensor_8026,52,2024-06-23 12:53:25
sensor_13112,53,2024-03-22 15:00:53
sensor_9976,258,2024-06-11 23:22:29
sensor_6391,50,2024-01-18 18:51:33
sensor_9864,132,2024-07-13 06:30:20
sensor_3372,57,2024-07-23 01:15:29
sensor_12288,66,2024-01-17 11:32:47
sensor_10999,65,2024-05-09 08:31:16
sensor_10998,39,2024-06-14 16:41:00
sensor_10962,24,2024-08-05 11:03:25
sensor_193,146,2024-09-06 14:51:37
sensor_4660,100,2024-09-09 21:29:30
sensor_5627,33,2024-04-15 09:39:04
sensor_7066,83,2024-03-01 10:15:25
sensor_45,124,2024-10-20 12:23:20
sensor_12688,49,2024-10-29 07:33:26
sensor_14229,45,2024-10-06 23:17:52
sensor_13296,144,2024-09-16 03:14:59
sensor_10142,154,2024-01-14 01:45:38
sensor_12263,138,2024-01-22 06:00:23
sensor_3917,92,2024-04-24 20:56:35
sensor_9161,73,2024-01-21 10:18:53
sensor_1072,101,2024-01-13 22:40:11
sensor_5412,71,2024-08-13 04:45:05
sensor_7282,138,2024-07-10 09:33:00
sensor_390,125,2024-07-25 11:56:13
sensor_1405,39,2024-02-28 01:47:12
sensor_9596,37,2024-11-10 17:27:50
sensor_9410,132,2024-08-07 23:04:24
sensor_11849,115,2024-07-31 10:16:02
sensor_6326,140,2024-04-26 13:22:26
sensor_8445,34,2024-08-16 19:58:50
sensor_3947,135,2024-04-07 23:46:03
sensor_6620,47,2024-07-03 15:38:47
sensor_1501,87,2024-03-28 10:53:03
sensor_13827,70,2024-07-28 02:50:47
sensor_6947,141,2024-10-31 22:19:57
sensor_11688,160,2024-06-14 03:31:32
sensor_10042,135,2024-08-03 13:49:16
sensor_12207,65,2024-10-06 09:25:51
sensor_1340,155,2024-09-01 16:05:58
sensor_4785,99,2024-02-29 11:57:31
sensor_8421,143,2024-09-30 20:46:49
sensor_1921,52,2024-10-09 04:55:10
sensor_9696,40,2024-11-07 15:22:36
sensor_13537,118,2024-05-23 08:33:25
sensor_8039,154,2024-01-23 09:55:02
sensor_670,133,2024-06-14 20:50:37
sensor_1944,94,2024-01-25 21:54:09
sensor_14412,24,2024-05-11 23:05:15
sensor_13241,77,2024-11-07 22:10:42
sensor_7286,154,2024-05-02 01:44:05
sensor_8320,75,2024-04-13 16:28:00
sensor_2668,114,2024-08-06 21:07:23
sensor_12885,133,2024-05-11 08:28:59
sensor_8319,116,2024-06-08 18:38:31
sensor_12539,43,2024-11-13 23:26:52
sensor_6942,66,2024-10-18 08:35:28
sensor_9650,120,2024-06-05 21:56:17
sensor_1408,102,2024-10-13 19:02:09
sensor_2971,63,2024-02-10 22:55:29
sensor_8060,39,2024-04-14 01:52:30
sensor_6385,152,2024-06-25 03:34:47
sensor_7208,60,2024-06-24 15:55:48
sensor_8603,35,2024-03-13 20:25:23
sensor_589,113,2024-07-29 12:59:05
sensor_4595,106,2024-06-10 07:43:02
sensor_4099,147,2024-09-27 15:28:43
sensor_11074,148,2024-05-07 03:21:34
sensor_10907,106,2024-09-12 07:30:40
sensor_8458,158,2024-02-18 18:10:54
sensor_12755,130,2024-08-26 11:32:52
sensor_9276,65,2024-05-04 20:50:20
sensor_11926,93,2024-10-03 06:38:18
sensor_8977,72,2024-03-06 18:49:06
sensor_14603,127,2024-05-31 21:19:46
sensor_579,20,2024-07-10 21:13:05
sensor_5033,33,2024-02-18 18:39:00
sensor_7574,37,2024-11-15 09:56:10
sensor_3917,74,2024-07-15 16:12:23
sensor_13640,29,2024-05-24 02:40:22
sensor_14017,159,2024-05-13 11:39:45
sensor_14982,36,2024-08-04 04:59:34
sensor_9546,78,2024-03-17 08:52:18
sensor_14102,89,2024-02-13 12:40:22
sensor_10919,121,2024-02-17 21:15:53
sensor_10739,148,2024-09-14 22:55:31
sensor_3446,45,2024-04-04 22:32:17
sensor_1751,141,2024-02-21 20:48:05
sensor_4182,36,2024-04-21 14:54:32
sensor_1968,84,2024-05-23 04:24:26
sensor_10360,72,2024-02-25 15:06:58
sensor_158,107,2024-11-10 17:17:44
sensor_11689,71,2024-07-14 16:02:24
sensor_6065,128,2024-07-17 02:26:18
sensor_8692,112,2024-05-31 03:39:36
sensor_14478,137,2024-03-17 07:24:12
sensor_482,69,2024-08-23 08:02:16
sensor_257,79,2024-01-27 18:13:08
sensor_10714,92,2024-05-30 02:15:19
sensor_4757,135,2024-01-24 10:34:10
sensor_832,134,2024-10-11 05:05:22
sensor_9213,44,2024-08-11 06:02:34
sensor_10086,43,2024-10-02 00:33:43
sensor_14809,66,2024-09-27 09:09:45
sensor_5190,102,2024-11-09 08:25:09
sensor_10151,65,2024-01-20 14:11:56
sensor_12695,57,2024-05-22 16:16:09
sensor_11450,27,2024-01-16 14:12:38
sensor_8896,67,2024-10-01 20:47:41
sensor_3987,43,2024-11-08 18:31:51
sensor_11958,154,2024-10-31 11:44:56
sensor_4760,51,2024-01-18 08:06:05
sensor_2985,65,2024-09-23 10:36:08
sensor_14964,110,2024-05-28 08:21:55
sensor_2185,26,2024-09-03 07:30:42
sensor_14079,155,2024-04-12 19:37:03
sensor_14970,62,2024-07-07 15:52:41
sensor_8396,60,2024-10-09 17:48:33
sensor_12626,26,2024-10-11 09:00:04
sensor_1527,108,2024-03-19 23:52:11
sensor_121,35,2024-07-13 01:34:28
sensor_11260,53,2024-04-17 18:11:22
sensor_8024,113,2024-04-22 21:13:46
sensor_996,76,2024-10-16 19:49:23
sensor_200,124,2024-03-03 07:07:24
sensor_9825,27,2024-03-27 22:03:57
sensor_4113,134,2024-04-03 12:58:32
sensor_10869,63,2024-03-02 19:18:36
sensor_13816,61,2024-10-06 11:46:55
sensor_9137,72,2024-08-08 11:16:52
sensor_7624,89,2024-03-24 23:18:40
sensor_9332,78,2024-11-03 00:11:48
sensor_14197,70,2024-07-30 21:32:03
sensor_4360,50,2024-07-14 07:38:46
sensor_7838,112,2024-09-04 12:52:49
sensor_9521,22,2024-07-30 22:43:56
sensor_2608,115,2024-04-15 08:36:17
sensor_1911,61,2024-10-06 10:30:41
sensor_5292,69,2024-09-07 11:56:26
sensor_13835,81,2024-06-04 19:15:00
sensor_8307,103,2024-04-30 02:48:49
sensor_5442,30,2024-05-05 21:56:33
sensor_8599,87,2024-04-03 18:17:22
sensor_5258,114,2024-02-12 09:55:46
sensor_4579,57,2024-01-16 13:10:45
sensor_1052,62,2024-01-07 07:05:54
sensor_11949,58,2024-06-05 05:51:54
sensor_8429,82,2024-04-11 02:07:33
sensor_2210,81,2024-01-02 17:10:23
sensor_13886,90,2024-05-16 06:33:24
sensor_14161,95,2024-11-03 09:28:14
sensor_4474,140,2024-01-25 06:08:41
sensor_7249,151,2024-07-08 14:35:09
sensor_4564,111,2024-10-04 06:32:07
sensor_12677,61,2024-06-14 18:02:51
sensor_441,90,2024-01-14 20:02:44
sensor_2665,52,2024-01-06 17:35:10
sensor_6666,93,2024-04-24 00:34:34
sensor_6394,81,2024-07-15 16:42:22
sensor_3450,114,2024-05-12 02:07:02
sensor_12990,48,2024-11-07 16:23:31
sensor_5221,30,2024-07-23 07:24:22
sensor_991,65,2024-06-16 18:29:01
sensor_11134,99,2024-01-01 03:08:02
sensor_12526,97,2024-09-13 10:53:59
sensor_688,154,2024-02-26 09:02:45
sensor_12972,56,2024-02-08 18:03:33
sensor_2260,102,2024-08-07 21:04:07
sensor_6608,113,2024-05-09 23:49:02
sensor_13514,81,2024-03-28 07:13:28
sensor_2250,56,2024-03-16 10:21:10
sensor_6379,51,2024-04-17 07:27:08
sensor_3165,154,2024-06-19 21:09:28
sensor_3795,122,2024-06-29 09:52:26
sensor_8303,55,2024-06-04 16:43:35
sensor_14306,159,2024-09-28 11:30:09
sensor_10017,49,2024-04-07 02:34:03
sensor_7083,113,2024-03-11 18:41:06
sensor_9297,108,2024-01-15 15:50:59
sensor_7721,30,2024-06-02 04:52:39
sensor_8957,48,2024-07-30 15:44:22
sensor_7466,96,2024-01-31 10:18:17
sensor_5406,123,2024-09-20 03:17:21
sensor_4197,94,2024-05-19 05:33:44
sensor_4157,97,2024-04-16 08:52:03
sensor_4143,90,2024-05-20 22:06:41
sensor_5014,136,2024-05-08 00:39:17
sensor_13135,49,2024-06-19 12:25:18
sensor_2756,32,2024-06-09 18:28:08
sensor_8648,82,2024-07-16 12:57:48
sensor_325,94,2024-05-16 00:52:11
sensor_2508,119,2024-04-02 10:33:12
sensor_8286,106,2024-06-03 10:38:38
sensor_5724,97,2024-03-25 10:05:59
sensor_1631,159,2024-10-31 01:18:10
sensor_14994,136,2024-08-24 17:04:26
sensor_14607,128,2024-11-08 01:27:02
sensor_6127,124,2024-10-21 20:14:06
sensor_2247,46,2024-08-04 07:04:04
sensor_14594,111,2024-05-28 00:49:50
sensor_12855,105,2024-09-02 20:13:05
sensor_6067,33,2024-02-24 03:12:04
sensor_11289,66,2024-10-28 14:32:53
sensor_6067,64,2024-03-21 18:24:15
sensor_8432,117,2024-06-15 11:36:19
sensor_333,153,2024-01-06 21:43:59
sensor_1635,135,2024-03-25 01:51:03
sensor_2512,37,2024-10-22 20:32:15
sensor_2049,59,2024-08-17 22:33:50
sensor_4854,150,2024-08-31 18:04:07
sensor_13661,131,2024-03-15 11:21:13
sensor_14918,25,2024-06-07 14:21:54
sensor_12527,139,2024-10-18 09:21:10
sensor_11452,105,2024-01-13 18:17:09
sensor_8541,64,2024-03-01 23:43:40
sensor_12101,78,2024-11-10 06:23:36
sensor_8507,153,2024-11-16 04:36:49
sensor_12628,65,2024-07-19 02:43:51
sensor_10180,151,2024-05-27 16:06:28
sensor_5961,75,2024-05-18 02:48:47
sensor_7809,113,2024-01-28 21:02:24
sensor_2951,124,2024-07-06 04:58:36
sensor_8947,95,2024-01-11 05:48:15
sensor_10897,41,2024-07-14 02:25:19
sensor_13050,125,2024-04-17 04:20:47
sensor_1580,46,2024-06-24 23:39:11
sensor_3279,45,2024-10-27 00:02:23
sensor_1854,160,2024-01-13 13:50:56
sensor_1298,148,2024-11-04 20:01:12
sensor_7486,159,2024-06-17 09:14:54
sensor_10070,49,2024-07-01 03:46:30
sensor_7612,131,2024-02-12 17:43:34
sensor_6870,52,2024-04-26 10:22:17
sensor_14882,95,2024-01-16 22:02:06
sensor_1544,121,2024-01-11 05:12:14
sensor_11589,73,2024-05-15 09:49:27
sensor_7202,70,2024-03-30 05:35:53
sensor_972,86,2024-02-17 08:32:53
sensor_258,137,2024-11-15 04:40:46
sensor_1644,116,2024-08-30 17:22:52
sensor_2828,142,2024-06-04 07:54:49
sensor_433,112,2024-09-06 16:22:25
sensor_6831,40,2024-01-08 04:42:33
sensor_14199,148,2024-01-09 04:48:29
sensor_2710,153,2024-11-10 08:12:19
sensor_12648,98,2024-08-08 18:52:02
sensor_14804,40,2024-06-18 08:57:04
sensor_1586,43,2024-04-20 03:19:30
sensor_14130,133,2024-07-29 12:28:16
sensor_2497,125,2024-04-27 02:19:52
sensor_12139,127,2024-09-09 23:05:54
sensor_6287,158,2024-01-17 23:04:40
sensor_8012,160,2024-01-30 23:00:57
sensor_4171,70,2024-03-11 12:10:32
sensor_10916,25,2024-01-28 05:46:15
sensor_2300,98,2024-07-25 00:32:01
sensor_13348,31,2024-11-19 13:03:17
sensor_902,148,2024-02-05 06:48:56
sensor_12052,157,2024-08-28 18:05:40
sensor_471,89,2024-03-31 00:22:29
sensor_1346,83,2024-01-16 16:31:57
sensor_2076,115,2024-07-22 10:58:22
sensor_3382,34,2024-10-13 00:41:57
sensor_5934,138,2024-06-11 13:05:31
sensor_2774,55,2024-06-14 22:28:22
sensor_8491,30,2024-09-10 18:48:13
sensor_5153,67,2024-06-29 13:06:31
sensor_6850,135,2024-06-10 04:12:49
sensor_6598,117,2024-06-27 09:55:30
sensor_10839,159,2024-06-20 05:27:08
sensor_13317,84,2024-04-25 02:26:20
sensor_3100,121,2024-06-30 01:59:59
sensor_4071,33,2024-03-06 21:56:51
sensor_8412,126,2024-08-07 06:01:01
sensor_12576,29,2024-03-24 02:39:11
sensor_14984,153,2024-07-31 17:47:16
sensor_9419,64,2024-09-17 00:59:42
sensor_11364,136,2024-11-09 04:58:26
sensor_1306,141,2024-08-09 18:55:50
sensor_7925,81,2024-11-09 08:25:05
sensor_14045,80,2024-06-01 13:20:48
sensor_644,129,2024-09-02 05:13:01
sensor_3261,159,2024-02-11 17:54:06
sensor_14172,38,2024-11-11 21:26:38
sensor_14505,20,2024-03-05 11:27:53
sensor_9257,36,2024-11-19 22:23:18
sensor_13501,151,2024-01-20 22:40:36
sensor_9063,97,2024-04-23 17:03:23
sensor_8155,129,2024-08-24 01:44:39
sensor_5429,28,2024-10-12 05:58:23
sensor_6740,77,2024-07-22 20:15:18
sensor_12174,89,2024-08-20 01:26:16
sensor_14614,89,2024-02-23 23:55:19
sensor_6849,92,2024-08-16 16:37:35
sensor_13105,83,2024-05-04 22:08:38
sensor_13070,67,2024-06-17 08:57:01
sensor_6807,123,2024-04-15 14:22:56
sensor_10244,144,2024-04-18 21:18:15
sensor_10842,139,2024-10-20 22:53:51
sensor_2704,113,2024-01-16 20:57:37
sensor_11763,128,2024-02-25 06:37:42
sensor_12159,51,2024-07-30 06:01:28
sensor_11983,37,2024-04-24 13:37:39
sensor_14600,271,2024-10-02 16:06:48
sensor_8135,24,2024-10-04 19:18:40
sensor_5224,124,2024-04-02 21:55:24
sensor_11485,57,2024-04-20 05:10:27
sensor_6101,28,2024-08-07 15:03:11
sensor_6601,49,2024-02-17 01:18:31
sensor_10932,21,2024-04-01 08:09:04
sensor_2908,81,2024-08-14 18:58:21
sensor_4165,83,2024-03-11 08:38:38
sensor_7066,29,2024-02-11 01:10:23
sensor_10274,128,2024-05-18 16:27:36
sensor_2567,20,2024-08-01 23:39:25
sensor_9185,149,2024-08-15 02:23:12
sensor_3231,111,2024-04-07 19:18:52
sensor_10345,112,2024-06-27 03:49:29
sensor_153,29,2024-02-18 20:44:37
sensor_14582,67,2024-06-11 21:25:48
sensor_11037,96,2024-09-08 15:38:24
sensor_9175,83,2024-06-30 15:10:48
sensor_7023,152,2024-08-10 11:21:34
sensor_2750,92,2024-01-22 17:47:08
sensor_4285,58,2024-09-19 13:36:22
sensor_14823,55,2024-10-31 05:33:34
sensor_3536,228,2024-11-01 16:58:46
sensor_13723,48,2024-05-02 17:54:34
sensor_5200,148,2024-10-06 23:31:43
sensor_11080,78,2024-04-17 18:14:11
sensor_6756,70,2024-07-28 18:10:34
sensor_3795,49,2024-01-30 16:27:46
